pillar,column,label,representation,tier,n,r2_baseline,lift
B,lq_emp_61,Educational Services LQ,tier_conditional_l2,thin,554,0.028433463097460088,-0.0017468655592691729
B,lq_emp_61,Educational Services LQ,tier_conditional_l2,mid,416,0.045370654588837045,-0.00165762307646522
B,lq_emp_61,Educational Services LQ,tier_conditional_l2,rich,525,0.16748578768206013,0.00954794044836993
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse,thin,554,0.028433463097460088,-0.011316471722969013
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse,mid,416,0.045370654588837045,-0.00948715654749932
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse,rich,525,0.16748578768206013,0.0027945796885635588
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse_pca64,thin,554,0.028433463097460088,-0.010375054318800592
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse_pca64,mid,416,0.045370654588837045,-0.007480667025587584
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse_pca64,rich,525,0.16748578768206013,0.0025417708631098046
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse_l2,thin,554,0.028433463097460088,-0.009177009078336185
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse_l2,mid,416,0.045370654588837045,-0.00886526383280506
B,lq_emp_61,Educational Services LQ,tier_conditional_inverse_l2,rich,525,0.16748578768206013,0.00633501280306048
B,lq_emp_61,Educational Services LQ,drop_stub,thin,554,0.028433463097460088,0.0006107500358826234
B,lq_emp_61,Educational Services LQ,drop_stub,mid,416,0.045370654588837045,0.0058406108199892115
B,lq_emp_61,Educational Services LQ,drop_stub,rich,525,0.16748578768206013,0.011673698343493855
B,lq_emp_61,Educational Services LQ,drop_stub_l2,thin,554,0.028433463097460088,0.0009459711384327552
B,lq_emp_61,Educational Services LQ,drop_stub_l2,mid,416,0.045370654588837045,0.008009917953561208
B,lq_emp_61,Educational Services LQ,drop_stub_l2,rich,525,0.16748578768206013,0.024347827788640974
B,lq_emp_61,Educational Services LQ,drop_thin,thin,554,0.028433463097460088,-0.009292612318373417
B,lq_emp_61,Educational Services LQ,drop_thin,mid,416,0.045370654588837045,0.0028433165973040797
B,lq_emp_61,Educational Services LQ,drop_thin,rich,525,0.16748578768206013,0.015216169143676184
B,lq_emp_61,Educational Services LQ,drop_thin_l2,thin,554,0.028433463097460088,-0.007548265021842582
B,lq_emp_61,Educational Services LQ,drop_thin_l2,mid,416,0.045370654588837045,0.006948597869685269
B,lq_emp_61,Educational Services LQ,drop_thin_l2,rich,525,0.16748578768206013,0.02373708680652642
B,lq_emp_61,Educational Services LQ,drop_mid,thin,554,0.028433463097460088,-0.00210262557674723
B,lq_emp_61,Educational Services LQ,drop_mid,mid,416,0.045370654588837045,-0.004513661030570049
B,lq_emp_61,Educational Services LQ,drop_mid,rich,525,0.16748578768206013,0.007678868888475576
B,lq_emp_61,Educational Services LQ,drop_mid_l2,thin,554,0.028433463097460088,-0.004769742753471751
B,lq_emp_61,Educational Services LQ,drop_mid_l2,mid,416,0.045370654588837045,-0.0039058892285811497
B,lq_emp_61,Educational Services LQ,drop_mid_l2,rich,525,0.16748578768206013,0.0131272942529147
B,lq_emp_61,Educational Services LQ,drop_rich,thin,554,0.028433463097460088,8.65663421750762e-05
B,lq_emp_61,Educational Services LQ,drop_rich,mid,416,0.045370654588837045,0.009191355745653107
B,lq_emp_61,Educational Services LQ,drop_rich,rich,525,0.16748578768206013,0.018709585423064556
B,lq_emp_61,Educational Services LQ,drop_rich_l2,thin,554,0.028433463097460088,-0.002954347883692532
B,lq_emp_61,Educational Services LQ,drop_rich_l2,mid,416,0.045370654588837045,0.004202043963541624
B,lq_emp_61,Educational Services LQ,drop_rich_l2,rich,525,0.16748578768206013,0.018783724400138646
B,lq_emp_61,Educational Services LQ,typed_sections,thin,554,0.028433463097460088,-0.002806985842311427
B,lq_emp_61,Educational Services LQ,typed_sections,mid,416,0.045370654588837045,-0.005654868124612467
B,lq_emp_61,Educational Services LQ,typed_sections,rich,525,0.16748578768206013,0.006349784894067456
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only,thin,718,0.21853665616585893,-0.00033430576471760176
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only,mid,507,0.20959519395940052,-0.00035072150463255625
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only,rich,569,0.17884446626523431,-0.00030313824361594133
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only_pca64,thin,718,0.21853665616585893,-0.003037101721872104
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only_pca64,mid,507,0.20959519395940052,-0.00329414901752223
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only_pca64,rich,569,0.17884446626523431,-0.0035008927227455633
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only_l2,thin,718,0.21853665616585893,-0.0003495967326654359
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only_l2,mid,507,0.20959519395940052,-0.0003296626707359751
B,lq_emp_62,Health Care & Social Assistance LQ,lead_only_l2,rich,569,0.17884446626523431,-0.00013631855580942265
B,lq_emp_62,Health Care & Social Assistance LQ,uniform,thin,718,0.21853665616585893,0.0027358936051342653
B,lq_emp_62,Health Care & Social Assistance LQ,uniform,mid,507,0.20959519395940052,0.0010603533393124254
B,lq_emp_62,Health Care & Social Assistance LQ,uniform,rich,569,0.17884446626523431,0.00038606254940731777
B,lq_emp_62,Health Care & Social Assistance LQ,uniform_pca64,thin,718,0.21853665616585893,0.0006356555072454251
B,lq_emp_62,Health Care & Social Assistance LQ,uniform_pca64,mid,507,0.20959519395940052,0.0020149062664408524
B,lq_emp_62,Health Care & Social Assistance LQ,uniform_pca64,rich,569,0.17884446626523431,-0.0006930280005118528
B,lq_emp_62,Health Care & Social Assistance LQ,uniform_l2,thin,718,0.21853665616585893,0.00039437948932719014
B,lq_emp_62,Health Care & Social Assistance LQ,uniform_l2,mid,507,0.20959519395940052,0.00020153087980068207
B,lq_emp_62,Health Care & Social Assistance LQ,uniform_l2,rich,569,0.17884446626523431,0.002358715633337116
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional,thin,718,0.21853665616585893,0.002509567038729843
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional,mid,507,0.20959519395940052,-0.001365499212612864
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional,rich,569,0.17884446626523431,-0.0040052474972124275
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_pca64,thin,718,0.21853665616585893,0.0011549706458451325
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_pca64,mid,507,0.20959519395940052,-0.0024859354247015464
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_pca64,rich,569,0.17884446626523431,-0.0014558719354280658
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_l2,thin,718,0.21853665616585893,0.0016881771843874072
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_l2,mid,507,0.20959519395940052,-0.0017266530038813066
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_l2,rich,569,0.17884446626523431,0.0005361231912293096
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse,thin,718,0.21853665616585893,-0.0006530862603797427
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse,mid,507,0.20959519395940052,-0.000943602465038551
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse,rich,569,0.17884446626523431,6.339503143493186e-05
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse_pca64,thin,718,0.21853665616585893,-0.0005531488450621902
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse_pca64,mid,507,0.20959519395940052,-0.0009032848377564795
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse_pca64,rich,569,0.17884446626523431,0.0002013328094334632
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse_l2,thin,718,0.21853665616585893,-0.000720565787704186
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse_l2,mid,507,0.20959519395940052,-0.0006915853810477435
B,lq_emp_62,Health Care & Social Assistance LQ,tier_conditional_inverse_l2,rich,569,0.17884446626523431,-0.00016393980147377807
B,lq_emp_62,Health Care & Social Assistance LQ,drop_stub,thin,718,0.21853665616585893,0.0012178748672748707
B,lq_emp_62,Health Care & Social Assistance LQ,drop_stub,mid,507,0.20959519395940052,-3.185953223427962e-05
B,lq_emp_62,Health Care & Social Assistance LQ,drop_stub,rich,569,0.17884446626523431,0.0015377511323562132
B,lq_emp_62,Health Care & Social Assistance LQ,drop_stub_l2,thin,718,0.21853665616585893,0.000491516835718464
B,lq_emp_62,Health Care & Social Assistance LQ,drop_stub_l2,mid,507,0.20959519395940052,0.000349131913430778
B,lq_emp_62,Health Care & Social Assistance LQ,drop_stub_l2,rich,569,0.17884446626523431,0.002216453201417168
B,lq_emp_62,Health Care & Social Assistance LQ,drop_thin,thin,718,0.21853665616585893,0.0015746497353625877
B,lq_emp_62,Health Care & Social Assistance LQ,drop_thin,mid,507,0.20959519395940052,0.0010503111908419793
B,lq_emp_62,Health Care & Social Assistance LQ,drop_thin,rich,569,0.17884446626523431,0.0016074174642296546
B,lq_emp_62,Health Care & Social Assistance LQ,drop_thin_l2,thin,718,0.21853665616585893,-0.00020448364809100283
B,lq_emp_62,Health Care & Social Assistance LQ,drop_thin_l2,mid,507,0.20959519395940052,-4.9164404781421034e-05
B,lq_emp_62,Health Care & Social Assistance LQ,drop_thin_l2,rich,569,0.17884446626523431,0.001146252305522344
B,lq_emp_62,Health Care & Social Assistance LQ,drop_mid,thin,718,0.21853665616585893,0.0021605291569751772
B,lq_emp_62,Health Care & Social Assistance LQ,drop_mid,mid,507,0.20959519395940052,0.0024375508442830984
B,lq_emp_62,Health Care & Social Assistance LQ,drop_mid,rich,569,0.17884446626523431,0.001280989502290386
B,lq_emp_62,Health Care & Social Assistance LQ,drop_mid_l2,thin,718,0.21853665616585893,0.0020994217137433324
B,lq_emp_62,Health Care & Social Assistance LQ,drop_mid_l2,mid,507,0.20959519395940052,0.002755896911210365
B,lq_emp_62,Health Care & Social Assistance LQ,drop_mid_l2,rich,569,0.17884446626523431,0.0017342418379040492
B,lq_emp_62,Health Care & Social Assistance LQ,drop_rich,thin,718,0.21853665616585893,0.003283224955722641
B,lq_emp_62,Health Care & Social Assistance LQ,drop_rich,mid,507,0.20959519395940052,-2.5281993348946763e-05
B,lq_emp_62,Health Care & Social Assistance LQ,drop_rich,rich,569,0.17884446626523431,-0.0063954138500437185
B,lq_emp_62,Health Care & Social Assistance LQ,drop_rich_l2,thin,718,0.21853665616585893,-0.00041816548596107506
B,lq_emp_62,Health Care & Social Assistance LQ,drop_rich_l2,mid,507,0.20959519395940052,0.0005101596057578428
B,lq_emp_62,Health Care & Social Assistance LQ,drop_rich_l2,rich,569,0.17884446626523431,-0.003090885265689125
B,lq_emp_62,Health Care & Social Assistance LQ,typed_sections,thin,718,0.21853665616585893,-9.02287902879717e-05
B,lq_emp_62,Health Care & Social Assistance LQ,typed_sections,mid,507,0.20959519395940052,-0.00046337022070763734
B,lq_emp_62,Health Care & Social Assistance LQ,typed_sections,rich,569,0.17884446626523431,0.0001938232419342878
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only,stub,190,0.34102248303389016,0.0008220881415816894
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only,thin,842,0.19277302614055136,0.0011578067784451251
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only,mid,578,0.16439004363179266,0.00029930261657640234
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only,rich,633,0.06045521016322786,0.0003239063420417132
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_pca64,stub,190,0.34102248303389016,0.0008412371105991356
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_pca64,thin,842,0.19277302614055136,0.0011850395099838318
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_pca64,mid,578,0.16439004363179266,0.000726652234543157
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_pca64,rich,633,0.06045521016322786,0.00021165192619410078
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_l2,stub,190,0.34102248303389016,0.0008819471291721115
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_l2,thin,842,0.19277302614055136,0.0011134840365424337
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_l2,mid,578,0.16439004363179266,0.0002846663345221767
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",lead_only_l2,rich,633,0.06045521016322786,0.00030147451219575405
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform,stub,190,0.34102248303389016,-0.00048628875045320097
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform,thin,842,0.19277302614055136,0.0014686859246729744
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform,mid,578,0.16439004363179266,0.0010168113272599477
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform,rich,633,0.06045521016322786,0.000201998731884645
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_pca64,stub,190,0.34102248303389016,-0.0008097169807156357
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_pca64,thin,842,0.19277302614055136,0.0013366740717520864
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_pca64,mid,578,0.16439004363179266,0.0006438910898490802
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_pca64,rich,633,0.06045521016322786,0.0011545490010909099
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_l2,stub,190,0.34102248303389016,-0.00040879031549112543
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_l2,thin,842,0.19277302614055136,0.0012373636307259073
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_l2,mid,578,0.16439004363179266,0.0010864756124435715
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",uniform_l2,rich,633,0.06045521016322786,0.00030578306537210054
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional,stub,190,0.34102248303389016,0.0011409013442470473
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional,thin,842,0.19277302614055136,0.0011423365831914056
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional,mid,578,0.16439004363179266,0.00015086357763294256
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional,rich,633,0.06045521016322786,-0.000771816243705481
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_pca64,stub,190,0.34102248303389016,0.0010797641662226853
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_pca64,thin,842,0.19277302614055136,0.0011403722787333148
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_pca64,mid,578,0.16439004363179266,0.00039399679167917423
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_pca64,rich,633,0.06045521016322786,-0.0006288369057531051
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_l2,stub,190,0.34102248303389016,0.0013409562711064194
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_l2,thin,842,0.19277302614055136,0.0012742945536498018
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_l2,mid,578,0.16439004363179266,0.00013880487098061334
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_l2,rich,633,0.06045521016322786,-0.0008059549657004617
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse,stub,190,0.34102248303389016,-0.0005162734114999568
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse,thin,842,0.19277302614055136,7.754482518618211e-05
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse,mid,578,0.16439004363179266,0.00019135329244091004
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse,rich,633,0.06045521016322786,-0.000579938520925527
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_pca64,stub,190,0.34102248303389016,-0.00041420398622504795
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_pca64,thin,842,0.19277302614055136,0.0001626874828931646
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_pca64,mid,578,0.16439004363179266,0.00023346588849182393
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_pca64,rich,633,0.06045521016322786,-0.0005558764418691631
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_l2,stub,190,0.34102248303389016,-0.0002658047205938985
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_l2,thin,842,0.19277302614055136,7.913119301139471e-05
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_l2,mid,578,0.16439004363179266,0.0003350489695406189
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",tier_conditional_inverse_l2,rich,633,0.06045521016322786,-0.0005348035209605806
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub,stub,190,0.34102248303389016,-6.861999001472885e-05
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub,thin,842,0.19277302614055136,0.00019987477838390166
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub,mid,578,0.16439004363179266,0.00012519846728875628
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub,rich,633,0.06045521016322786,0.00013023623226404712
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub_l2,stub,190,0.34102248303389016,9.914646667830151e-05
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub_l2,thin,842,0.19277302614055136,0.00021369542988369794
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub_l2,mid,578,0.16439004363179266,0.00014607408081035445
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_stub_l2,rich,633,0.06045521016322786,0.00023642232074627678
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin,stub,190,0.34102248303389016,-0.0007501879569232761
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin,thin,842,0.19277302614055136,0.0003074603672450493
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin,mid,578,0.16439004363179266,-3.380962208987537e-05
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin,rich,633,0.06045521016322786,-0.0004981661067151588
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin_l2,stub,190,0.34102248303389016,-0.0008153379600890354
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin_l2,thin,842,0.19277302614055136,0.00037693002860816893
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin_l2,mid,578,0.16439004363179266,0.0004910214846617356
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_thin_l2,rich,633,0.06045521016322786,-0.00034894297985488265
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid,stub,190,0.34102248303389016,7.304741424296601e-06
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid,thin,842,0.19277302614055136,0.0008566685419840736
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid,mid,578,0.16439004363179266,0.0006455150909108198
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid,rich,633,0.06045521016322786,-0.0007534002039809584
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid_l2,stub,190,0.34102248303389016,-0.0003574283691160085
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid_l2,thin,842,0.19277302614055136,0.0009338612920930522
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid_l2,mid,578,0.16439004363179266,0.0004006186233441733
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_mid_l2,rich,633,0.06045521016322786,-0.0006630499030819692
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich,stub,190,0.34102248303389016,0.0005802503663242531
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich,thin,842,0.19277302614055136,0.0012003132323096244
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich,mid,578,0.16439004363179266,0.0005948412566763039
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich,rich,633,0.06045521016322786,0.0019346147089186472
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich_l2,stub,190,0.34102248303389016,0.0009600255966933924
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich_l2,thin,842,0.19277302614055136,0.0011940707889714908
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich_l2,mid,578,0.16439004363179266,0.0008106753802108457
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",drop_rich_l2,rich,633,0.06045521016322786,0.001448374089771609
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",typed_sections,stub,190,0.34102248303389016,3.188283608879239e-05
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",typed_sections,thin,842,0.19277302614055136,0.001140754446347314
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",typed_sections,mid,578,0.16439004363179266,-0.0023774068957761463
B,lq_emp_71,"Arts, Entertainment & Recreation LQ",typed_sections,rich,633,0.06045521016322786,0.00890536524449248
B,lq_emp_72,Accommodation & Food Services LQ,lead_only,stub,203,0.06075128175846811,0.02497882080541436
B,lq_emp_72,Accommodation & Food Services LQ,lead_only,thin,895,0.1749785673422919,0.006418344619869676
B,lq_emp_72,Accommodation & Food Services LQ,lead_only,mid,614,0.14777128179023802,0.003697435335448751
B,lq_emp_72,Accommodation & Food Services LQ,lead_only,rich,657,-0.0028366218853976832,0.005388796799712381
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_pca64,stub,203,0.06075128175846811,0.015182671786147739
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_pca64,thin,895,0.1749785673422919,0.007357010710568601
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_pca64,mid,614,0.14777128179023802,0.0026012952585360294
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_pca64,rich,657,-0.0028366218853976832,0.0029181036099770186
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_l2,stub,203,0.06075128175846811,0.02369355183286015
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_l2,thin,895,0.1749785673422919,0.0061712656625712015
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_l2,mid,614,0.14777128179023802,0.0036603825607375295
B,lq_emp_72,Accommodation & Food Services LQ,lead_only_l2,rich,657,-0.0028366218853976832,0.00560136414713408
B,lq_emp_72,Accommodation & Food Services LQ,uniform,stub,203,0.06075128175846811,-0.019009219831820467
B,lq_emp_72,Accommodation & Food Services LQ,uniform,thin,895,0.1749785673422919,0.021503276754663236
B,lq_emp_72,Accommodation & Food Services LQ,uniform,mid,614,0.14777128179023802,0.015759970826610403
B,lq_emp_72,Accommodation & Food Services LQ,uniform,rich,657,-0.0028366218853976832,0.024105980271933003
B,lq_emp_72,Accommodation & Food Services LQ,uniform_pca64,stub,203,0.06075128175846811,-0.030587778649478814
B,lq_emp_72,Accommodation & Food Services LQ,uniform_pca64,thin,895,0.1749785673422919,0.02054619963316784
B,lq_emp_72,Accommodation & Food Services LQ,uniform_pca64,mid,614,0.14777128179023802,0.015110477463995409
B,lq_emp_72,Accommodation & Food Services LQ,uniform_pca64,rich,657,-0.0028366218853976832,0.017175505930071444
B,lq_emp_72,Accommodation & Food Services LQ,uniform_l2,stub,203,0.06075128175846811,-0.01891539227440009
B,lq_emp_72,Accommodation & Food Services LQ,uniform_l2,thin,895,0.1749785673422919,0.020954415354128675
B,lq_emp_72,Accommodation & Food Services LQ,uniform_l2,mid,614,0.14777128179023802,0.016573859594356977
B,lq_emp_72,Accommodation & Food Services LQ,uniform_l2,rich,657,-0.0028366218853976832,0.02865426023908413
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional,stub,203,0.06075128175846811,0.00799321180268231
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional,thin,895,0.1749785673422919,0.009850142197983636
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional,mid,614,0.14777128179023802,0.0014390080187987042
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional,rich,657,-0.0028366218853976832,0.0026782910701788065
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_pca64,stub,203,0.06075128175846811,0.0012623790636129284
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_pca64,thin,895,0.1749785673422919,0.006573083926652568
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_pca64,mid,614,0.14777128179023802,0.00021655959119770696
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_pca64,rich,657,-0.0028366218853976832,0.006208125843440437
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_l2,stub,203,0.06075128175846811,-0.0006625387759168211
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_l2,thin,895,0.1749785673422919,0.010504695347119397
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_l2,mid,614,0.14777128179023802,0.0038351694252704016
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_l2,rich,657,-0.0028366218853976832,0.005174271714715295
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse,stub,203,0.06075128175846811,0.01304194938590586
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse,thin,895,0.1749785673422919,0.002258408372364462
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse,mid,614,0.14777128179023802,0.0010885293654842032
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse,rich,657,-0.0028366218853976832,0.004730343957514149
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_pca64,stub,203,0.06075128175846811,0.004518924462873941
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_pca64,thin,895,0.1749785673422919,0.0027375830300716553
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_pca64,mid,614,0.14777128179023802,-9.456787367079222e-06
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_pca64,rich,657,-0.0028366218853976832,0.001709050849397764
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_l2,stub,203,0.06075128175846811,0.00650807302631784
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_l2,thin,895,0.1749785673422919,0.008279780213642507
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_l2,mid,614,0.14777128179023802,0.0032130934897277585
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_l2,rich,657,-0.0028366218853976832,0.018013842976439487
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub,stub,203,0.06075128175846811,0.039380570241231094
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub,thin,895,0.1749785673422919,0.019349454097451813
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub,mid,614,0.14777128179023802,0.014467045323550254
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub,rich,657,-0.0028366218853976832,0.02285399746183847
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub_l2,stub,203,0.06075128175846811,0.050496708518785405
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub_l2,thin,895,0.1749785673422919,0.020778989278381954
B,lq_emp_72,Accommodation & Food Services LQ,drop_stub_l2,mid,614,0.14777128179023802,0.015774103265224437
