target,model,model_label,n,n_predictors,r2_change,withheld_pillars,reference_model,noise_share_of_change,mostly_noise,change_sd,contribution,lift_over_lagged_size,lift_over_lagged,lift_over_lagged_size_geo
drove_alone_share,lagged_size,lagged + county size,3135,4,0.1431071482877423,,,0.8964424930068264,True,0.03849027593121747,,0.0,0.11693572192161317,0.0025692836922818207
drove_alone_share,lagged_size_geo,lagged + size + lat/lon,3135,6,0.14053786459546047,,,0.8964424930068264,True,0.03849027593121747,,-0.0025692836922818207,0.11436643822933135,0.0
drove_alone_share,lagged_size_emacro,lagged + size + E_macro pillars,3135,122,0.11615967818820228,,,0.8964424930068264,True,0.03849027593121747,,-0.026947470099540016,0.08998825182207315,-0.024378186407258196
drove_alone_share,lagged_size_geo_emacro,lagged + size + lat/lon + E_macro pillars,3135,124,0.11760501404415113,,,0.8964424930068264,True,0.03849027593121747,,-0.025502134243591157,0.09143358767802201,-0.022932850551309336
drove_alone_share,lagged_size_emacro_drop_A,"lagged + size + E_macro pillars, Source A withheld",3135,93,0.11701490555517291,A,lagged_size_emacro,0.8964424930068264,True,0.03849027593121747,-0.0008552273669706345,-0.026092242732569382,0.09084347918904379,-0.02352295904028756
drove_alone_share,lagged_size_emacro_drop_B,"lagged + size + E_macro pillars, Source B withheld",3135,82,0.1187720539472834,B,lagged_size_emacro,0.8964424930068264,True,0.03849027593121747,-0.0026123757590811314,-0.024335094340458885,0.09260062758115428,-0.021765810648177064
drove_alone_share,lagged_size_emacro_drop_C,"lagged + size + E_macro pillars, Source C withheld",3135,118,0.1285228049579643,C,lagged_size_emacro,0.8964424930068264,True,0.03849027593121747,-0.012363126769762034,-0.014584343329777982,0.10235137859183518,-0.012015059637496162
drove_alone_share,lagged_size_emacro_drop_D,"lagged + size + E_macro pillars, Source D withheld",3135,107,0.11627550754613747,D,lagged_size_emacro,0.8964424930068264,True,0.03849027593121747,-0.00011582935793519322,-0.026831640741604823,0.09010408118000834,-0.024262357049323002
drove_alone_share,lagged_size_emacro_drop_E,"lagged + size + E_macro pillars, Source E withheld",3135,112,0.10988381607484143,E,lagged_size_emacro,0.8964424930068264,True,0.03849027593121747,0.006275862113360842,-0.03322333221290086,0.08371238970871231,-0.030654048520619037
drove_alone_share,lagged_size_emacro_drop_F,"lagged + size + E_macro pillars, Source F withheld",3135,102,0.1337698421666368,F,lagged_size_emacro,0.8964424930068264,True,0.03849027593121747,-0.017610163978434512,-0.009337306121105504,0.10759841580050766,-0.0067680224288236834
carpooled_share,fixed_effect,intercept only (= a geographic fixed effect's prediction of change),3135,1,-0.0008218792170133771,,,0.9711738750114614,True,0.02696013581621144,,-0.2253214958646862,-0.2095308559147292,-0.22989550214556576
carpooled_share,lagged,the county's own early-vintage level,3135,1,0.20870897669771582,,,0.9711738750114614,True,0.02696013581621144,,-0.015790639949956997,0.0,-0.02036464623083656
carpooled_share,lagged_size,lagged + county size,3135,4,0.22449961664767282,,,0.9711738750114614,True,0.02696013581621144,,0.0,0.015790639949956997,-0.004574006280879561
carpooled_share,lagged_size_geo,lagged + size + lat/lon,3135,6,0.22907362292855238,,,0.9711738750114614,True,0.02696013581621144,,0.004574006280879561,0.02036464623083656,0.0
